is_peak_hour,count,mean_abs_error,median_abs_error,mean_error,rmse,p95_abs_error
0,13305,12.29204732297284,2.1123559595413957,1.8113206300782412,32.2164375087578,62.233630263273675
1,5977,14.6731108352673,2.352003163142986,4.230439736545661,36.08383279856148,73.3119915604203
